Filing or 371(c) Date	11-21-2007
Issue Date of Patent	05-19-2009
A Delays	0
B Delays	0
C Delays	0
Overlapping Days Between {A and B} or {A and C}	0
Non-Overlapping USPTO Delays	0
PTO Manual Adjustments	0
Applicant Delays	0
Total PTA Adjustments	0

Number	Date	Contents Description	PTO(Days)	APPL(Days)	Start
46	05-19-2009	Patent Issue Date Used in PTA Calculation			0
45	04-17-2009	Export to Final Data Capture			0
44	04-14-2009	Dispatch to FDC			0
43	04-14-2009	Application Is Considered Ready for Issue			0
42	04-13-2009	Issue Fee Payment Verified			0
41	04-13-2009	Issue Fee Payment Received			0
40	03-19-2009	Finished Initial Data Capture			0
39	01-16-2009	Export to Initial Data Capture			0
38	01-13-2009	Mail Notice of Allowance			0
37	01-09-2008	Issue Revision Completed			0
36	01-12-2009	Document Verification			0
35	01-12-2009	Notice of Allowance Data Verification Completed			0
34	01-12-2009	Allowability Notice			0
33	01-06-2009	Case Docketed to Examiner in GAU			0
30	04-22-2008	Information Disclosure Statement considered			0
29	01-15-2008	Information Disclosure Statement considered			0
25	12-22-2008	Case Docketed to Examiner in GAU			0
24	04-22-2008	Information Disclosure Statement (IDS) Filed			0
23	04-22-2008	Preliminary Amendment			0
22	04-22-2008	Reference capture on IDS			0
21	04-22-2008	Information Disclosure Statement (IDS) Filed			0
20	05-02-2008	Case Docketed to Examiner in GAU			0
19	04-24-2008	PG-Pub Issue Notification			0
18	04-22-2008	Information Disclosure Statement (IDS) Filed			0
17	02-24-2008	IFW TSS Processing by Tech Center Complete			0
16	01-15-2008	Reference capture on IDS			0
15	01-15-2008	Information Disclosure Statement (IDS) Filed			0
14	01-10-2008	Substitute Specification Filed			0
13	11-21-2007	Preliminary Amendment			0
12	01-28-2008	Application Dispatched from OIPE			0
11	01-15-2008	Information Disclosure Statement (IDS) Filed			0
10	01-14-2008	Sent to Classification Contractor			0
9	01-14-2008	Filing Receipt - Updated			0
8	01-08-2008	Additional Application Filing Fees			0
7	01-08-2008	Applicant has submitted a new specification to correct Corrected Papers problems			0
6	12-13-2007	Corrected Paper			0
5	12-13-2007	Filing Receipt			0
4	12-05-2007	Cleared by OIPE CSR			0
3	12-05-2007	CASE CLASSIFIED BY OIPE			0
2	11-21-2007	IFW Scan & PACR Auto Security Review			0
1	11-21-2007	Initial Exam Team nn			0
