Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
05-12-2010	ISSUE.NTF	Issue Notification	PROSECUTION	1	11463337-2010-05-12-00001-ISSUE.NTF.pdf
04-16-2010	N271	Response to Amendment under Rule 312	PROSECUTION	2	11463337-2010-04-16-00003-N271.pdf
04-16-2010	SPEC.NE	Specification-Amendment Not Entered	PROSECUTION	5	11463337-2010-04-16-00002-SPEC.NE.pdf
04-16-2010	ANE.I	Amendment After Final or under 37CFR 1.312, initialed by the examiner.	PROSECUTION	2	11463337-2010-04-16-00001-ANE.I.pdf
04-08-2010	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	2	11463337-2010-04-08-00007-IFEE.pdf
04-08-2010	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	11463337-2010-04-08-00006-LET..pdf
04-08-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11463337-2010-04-08-00005-WFEE.pdf
04-08-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11463337-2010-04-08-00004-N417.pdf
04-08-2010	A.NA	Amendment after Notice of Allowance (Rule 312)	PROSECUTION	1	11463337-2010-04-08-00003-A.NA.pdf
04-08-2010	SPEC	Specification	PROSECUTION	2	11463337-2010-04-08-00002-SPEC.pdf
04-08-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11463337-2010-04-08-00001-REM.pdf
04-06-2010	A.NA	Amendment after Notice of Allowance (Rule 312)	PROSECUTION	1	11463337-2010-04-06-00004-A.NA.pdf
04-06-2010	SPEC	Specification	PROSECUTION	5	11463337-2010-04-06-00003-SPEC.pdf
04-06-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11463337-2010-04-06-00002-REM.pdf
04-06-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11463337-2010-04-06-00001-N417.pdf
01-15-2010	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	4	11463337-2010-01-15-00008-NOA.pdf
01-15-2010	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	2	11463337-2010-01-15-00007-NOA.pdf
01-15-2010	892	List of references cited by examiner	PROSECUTION	1	11463337-2010-01-15-00006-892.pdf
01-15-2010	BIB	Bibliographic Data Sheet	PROSECUTION	1	11463337-2010-01-15-00005-BIB.pdf
01-15-2010	SRNT	Examiner's search strategy and results	PROSECUTION	7	11463337-2010-01-15-00004-SRNT.pdf
01-15-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11463337-2010-01-15-00003-SRFW.pdf
01-15-2010	FWCLM	Index of Claims	PROSECUTION	1	11463337-2010-01-15-00002-FWCLM.pdf
01-15-2010	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11463337-2010-01-15-00001-IIFW.pdf
11-12-2009	RCEX	Request for Continued Examination (RCE)	PROSECUTION	1	11463337-2009-11-12-00008-RCEX.pdf
11-12-2009	XT/	Extension of Time	PROSECUTION	1	11463337-2009-11-12-00007-XT-.pdf
11-12-2009	AMSB	Amendment Submitted/Entered with Filing of CPA/RCE	PROSECUTION	1	11463337-2009-11-12-00006-AMSB.pdf
11-12-2009	CLM	Claims	PROSECUTION	3	11463337-2009-11-12-00005-CLM.pdf
11-12-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	6	11463337-2009-11-12-00004-REM.pdf
11-12-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11463337-2009-11-12-00003-WFEE.pdf
11-12-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11463337-2009-11-12-00002-N417.pdf
11-12-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11463337-2009-11-12-00001-WFEE.pdf
06-16-2009	SFR.	Supplemental Final Rejection	PROSECUTION	9	11463337-2009-06-16-00004-SFR..pdf
06-16-2009	892	List of references cited by examiner	PRIOR ART	1	11463337-2009-06-16-00003-892.pdf
06-16-2009	FWCLM	Index of Claims	PROSECUTION	1	11463337-2009-06-16-00002-FWCLM.pdf
06-16-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11463337-2009-06-16-00001-SRFW.pdf
06-03-2009	CTFR	Final Rejection	PROSECUTION	7	11463337-2009-06-03-00003-CTFR.pdf
06-03-2009	FWCLM	Index of Claims	PROSECUTION	1	11463337-2009-06-03-00002-FWCLM.pdf
06-03-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11463337-2009-06-03-00001-SRFW.pdf
05-28-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11463337-2009-05-28-00001-WFEE.pdf
04-10-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11463337-2009-04-10-00004-A....pdf
04-10-2009	CLM	Claims	PROSECUTION	3	11463337-2009-04-10-00003-CLM.pdf
04-10-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	4	11463337-2009-04-10-00002-REM.pdf
04-10-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11463337-2009-04-10-00001-N417.pdf
01-13-2009	CTNF	Non-Final Rejection	PROSECUTION	11	11463337-2009-01-13-00009-CTNF.pdf
01-13-2009	892	List of references cited by examiner	PRIOR ART	1	11463337-2009-01-13-00008-892.pdf
01-13-2009	FWCLM	Index of Claims	PROSECUTION	1	11463337-2009-01-13-00007-FWCLM.pdf
01-13-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11463337-2009-01-13-00006-SRFW.pdf
01-13-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11463337-2009-01-13-00005-BIB.pdf
01-13-2009	SRNT	Examiner's search strategy and results	PROSECUTION	2	11463337-2009-01-13-00004-SRNT.pdf
01-13-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11463337-2009-01-13-00003-1449.pdf
01-13-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11463337-2009-01-13-00002-1449.pdf
01-13-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11463337-2009-01-13-00001-1449.pdf
12-19-2008	ELC.	Response to Election / Restriction Filed	PROSECUTION	1	11463337-2008-12-19-00005-ELC..pdf
12-19-2008	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	3	11463337-2008-12-19-00004-REM.pdf
12-19-2008	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11463337-2008-12-19-00003-WFEE.pdf
12-19-2008	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11463337-2008-12-19-00002-N417.pdf
12-19-2008	XT/	Extension of Time	PROSECUTION	1	11463337-2008-12-19-00001-XT-.pdf
10-29-2008	CTRS	Requirement for Restriction/Election	PROSECUTION	7	11463337-2008-10-29-00002-CTRS.pdf
10-29-2008	FWCLM	Index of Claims	PROSECUTION	1	11463337-2008-10-29-00001-FWCLM.pdf
06-19-2007	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	4	11463337-2007-06-19-00008-IDS.pdf
06-19-2007	NPL	Non Patent Literature	PRIOR ART	3	
06-19-2007	FOR	Foreign Reference	PRIOR ART	45	11463337-2007-06-19-00006-FOR.pdf
06-19-2007	FOR	Foreign Reference	PRIOR ART	21	11463337-2007-06-19-00005-FOR.pdf
06-19-2007	FOR	Foreign Reference	PRIOR ART	55	11463337-2007-06-19-00004-FOR.pdf
06-19-2007	FOR	Foreign Reference	PRIOR ART	4	11463337-2007-06-19-00003-FOR.pdf
06-19-2007	FOR	Foreign Reference	PRIOR ART	11	11463337-2007-06-19-00002-FOR.pdf
06-19-2007	FOR	Foreign Reference	PRIOR ART	41	11463337-2007-06-19-00001-FOR.pdf
01-12-2007	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	4	11463337-2007-01-12-00006-IDS.pdf
01-12-2007	FOR	Foreign Reference	PRIOR ART	17	11463337-2007-01-12-00005-FOR.pdf
01-12-2007	FOR	Foreign Reference	PRIOR ART	6	11463337-2007-01-12-00004-FOR.pdf
01-12-2007	FOR	Foreign Reference	PRIOR ART	32	11463337-2007-01-12-00003-FOR.pdf
01-12-2007	NPL	Non Patent Literature	PRIOR ART	8	
01-12-2007	NPL	Non Patent Literature	PRIOR ART	3	
11-28-2006	IMIS	Miscellaneous Internal Document	PROSECUTION	1	11463337-2006-11-28-00002-IMIS.pdf
11-28-2006	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11463337-2006-11-28-00001-APP.FILE.REC.pdf
11-15-2006	PEFR	Applicant Response to Pre-Exam Formalities Notice	PROSECUTION	4	11463337-2006-11-15-00008-PEFR.pdf
11-15-2006	OATH	Oath or Declaration filed	PROSECUTION	3	11463337-2006-11-15-00007-OATH.pdf
11-15-2006	FRPR	Certified Copy of Foreign Priority Application	PROSECUTION	29	11463337-2006-11-15-00006-FRPR.pdf
11-15-2006	FRPR	Certified Copy of Foreign Priority Application	PROSECUTION	37	11463337-2006-11-15-00005-FRPR.pdf
11-15-2006	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	4	11463337-2006-11-15-00004-IDS.pdf
11-15-2006	FOR	Foreign Reference	PRIOR ART	13	11463337-2006-11-15-00003-FOR.pdf
11-15-2006	NPL	Non Patent Literature	PRIOR ART	9	
11-15-2006	NPL	Non Patent Literature	PRIOR ART	6	
09-20-2006	PEFN	Pre-Exam Formalities Notice	PROSECUTION	2	11463337-2006-09-20-00001-PEFN.pdf
