Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
11-18-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11636877-2009-11-18-00001-ISSUE.NTF.pdf
10-28-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11636877-2009-10-28-00003-IFEE.pdf
10-28-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11636877-2009-10-28-00002-WFEE.pdf
10-28-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11636877-2009-10-28-00001-N417.pdf
09-29-2009	M327	Miscellaneous Communication to Applicant - No Action Count	PROSECUTION	2	11636877-2009-09-29-00003-M327.pdf
09-29-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11636877-2009-09-29-00002-SRNT.pdf
09-29-2009	1449	List of References cited by applicant and considered by examiner	PROSECUTION	2	11636877-2009-09-29-00001-1449.pdf
09-14-2009	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	2	11636877-2009-09-14-00005-IDS.pdf
09-14-2009	TRAN.LET	Transmittal Letter	PROSECUTION	2	11636877-2009-09-14-00004-TRAN.LET.pdf
09-14-2009	NPL	Non Patent Literature	PROSECUTION	7	
09-14-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11636877-2009-09-14-00002-WFEE.pdf
09-14-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11636877-2009-09-14-00001-N417.pdf
08-27-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	7	11636877-2009-08-27-00006-NOA.pdf
08-27-2009	892	List of references cited by examiner	PROSECUTION	1	11636877-2009-08-27-00005-892.pdf
08-27-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11636877-2009-08-27-00004-SRFW.pdf
08-27-2009	SRNT	Examiner's search strategy and results	PROSECUTION	4	11636877-2009-08-27-00003-SRNT.pdf
08-27-2009	FWCLM	Index of Claims	PROSECUTION	1	11636877-2009-08-27-00002-FWCLM.pdf
08-27-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11636877-2009-08-27-00001-IIFW.pdf
05-29-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11636877-2009-05-29-00006-A....pdf
05-29-2009	CLM	Claims	PROSECUTION	2	11636877-2009-05-29-00005-CLM.pdf
05-29-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	2	11636877-2009-05-29-00004-REM.pdf
05-29-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11636877-2009-05-29-00003-WFEE.pdf
05-29-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11636877-2009-05-29-00002-N417.pdf
05-29-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11636877-2009-05-29-00001-WFEE.pdf
01-22-2009	CTNF	Non-Final Rejection	PROSECUTION	11	11636877-2009-01-22-00008-CTNF.pdf
01-22-2009	892	List of references cited by examiner	PRIOR ART	1	11636877-2009-01-22-00007-892.pdf
01-22-2009	FOR	Foreign Reference	PRIOR ART	6	11636877-2009-01-22-00006-FOR.pdf
01-22-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11636877-2009-01-22-00005-BIB.pdf
01-22-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11636877-2009-01-22-00004-SRFW.pdf
01-22-2009	SRNT	Examiner's search strategy and results	PROSECUTION	9	11636877-2009-01-22-00003-SRNT.pdf
01-22-2009	FWCLM	Index of Claims	PROSECUTION	1	11636877-2009-01-22-00002-FWCLM.pdf
01-22-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	2	11636877-2009-01-22-00001-1449.pdf
11-13-2008	ELC.	Response to Election / Restriction Filed	PROSECUTION	1	11636877-2008-11-13-00003-ELC..pdf
11-13-2008	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11636877-2008-11-13-00002-REM.pdf
11-13-2008	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11636877-2008-11-13-00001-N417.pdf
10-15-2008	CTRS	Requirement for Restriction/Election	PROSECUTION	8	11636877-2008-10-15-00003-CTRS.pdf
10-15-2008	BIB	Bibliographic Data Sheet	PROSECUTION	1	11636877-2008-10-15-00002-BIB.pdf
10-15-2008	FWCLM	Index of Claims	PROSECUTION	1	11636877-2008-10-15-00001-FWCLM.pdf
01-14-2008	STATUS.LET	Request for status of Application	PROSECUTION	2	11636877-2008-01-14-00001-STATUS.LET.pdf
01-10-2008	EBCC.AD	Notice of Change of Address placed in File Wrapper due to EBC Customer Number update	PROSECUTION	1	11636877-2008-01-10-00001-EBCC.AD.pdf
06-29-2007	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	4	11636877-2007-06-29-00004-IDS.pdf
06-29-2007	NPL	Non Patent Literature	PRIOR ART	12	
06-29-2007	FOR	Foreign Reference	PRIOR ART	5	11636877-2007-06-29-00002-FOR.pdf
06-29-2007	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11636877-2007-06-29-00001-N417.pdf
06-14-2007	NTC.PUB	Notice of Publication	PROSECUTION	1	11636877-2007-06-14-00001-NTC.PUB.pdf
01-11-2007	NDRW	New or Additional Drawings	PROSECUTION	1	11636877-2007-01-11-00002-NDRW.pdf
01-11-2007	DRW	Drawings-only black and white line drawings	PROSECUTION	10	11636877-2007-01-11-00001-DRW.pdf
01-04-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11636877-2007-01-04-00001-APP.FILE.REC.pdf
12-11-2006	TRNA	Transmittal of New Application	PROSECUTION	3	11636877-2006-12-11-00010-TRNA.pdf
12-11-2006	136A	Authorization for Extension of Time all replies	PROSECUTION	3	11636877-2006-12-11-00009-136A.pdf
