Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
11-23-2010	COCOUT	Certificate of Correction - Post Issue Communication	PROSECUTION	1	10558844-2010-11-23-00001-COCOUT.pdf
10-26-2010	COCOUT	Certificate of Correction - Post Issue Communication	PROSECUTION	1	10558844-2010-10-26-00001-COCOUT.pdf
06-22-2010	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	10558844-2010-06-22-00002-LET..pdf
06-22-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10558844-2010-06-22-00001-N417.pdf
04-20-2010	PETDEC	Petition Decision	PROSECUTION	1	10558844-2010-04-20-00001-PETDEC.pdf
03-01-2010	PET.PTA.RCAL	Request for PTA recalculation in view of Wyeth	PROSECUTION	1	10558844-2010-03-01-00002-PET.PTA.RCAL.pdf
03-01-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10558844-2010-03-01-00001-N417.pdf
02-05-2010	COCIN	Request for Certificate of Correction	PROSECUTION	2	10558844-2010-02-05-00002-COCIN.pdf
02-05-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10558844-2010-02-05-00001-N417.pdf
11-04-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	10558844-2009-11-04-00001-ISSUE.NTF.pdf
10-13-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	3	10558844-2009-10-13-00003-IFEE.pdf
10-13-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	10558844-2009-10-13-00002-WFEE.pdf
10-13-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10558844-2009-10-13-00001-N417.pdf
07-13-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	7	10558844-2009-07-13-00005-NOA.pdf
07-13-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10558844-2009-07-13-00004-SRFW.pdf
07-13-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	10558844-2009-07-13-00003-SRNT.pdf
07-13-2009	FWCLM	Index of Claims	PROSECUTION	1	10558844-2009-07-13-00002-FWCLM.pdf
07-13-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	10558844-2009-07-13-00001-IIFW.pdf
05-04-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	10558844-2009-05-04-00006-A....pdf
05-04-2009	SPEC	Specification	PROSECUTION	2	10558844-2009-05-04-00005-SPEC.pdf
05-04-2009	CLM	Claims	PROSECUTION	7	10558844-2009-05-04-00004-CLM.pdf
05-04-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	9	10558844-2009-05-04-00003-REM.pdf
05-04-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10558844-2009-05-04-00002-N417.pdf
05-04-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	10558844-2009-05-04-00001-WFEE.pdf
02-04-2009	CTNF	Non-Final Rejection	PROSECUTION	8	10558844-2009-02-04-00006-CTNF.pdf
02-04-2009	892	List of references cited by examiner	PRIOR ART	1	10558844-2009-02-04-00005-892.pdf
02-04-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	10558844-2009-02-04-00004-BIB.pdf
02-04-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	10558844-2009-02-04-00003-1449.pdf
