Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
05-17-2012	APP.FILE.REC	Filing Receipt	PROSECUTION	3	10596977-2012-05-17-00001-APP.FILE.REC.pdf
04-12-2012	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	7	10596977-2012-04-12-00005-NOA.pdf
04-12-2012	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10596977-2012-04-12-00004-SRFW.pdf
04-12-2012	BIB	Bibliographic Data Sheet	PROSECUTION	1	10596977-2012-04-12-00003-BIB.pdf
04-12-2012	SRNT	Examiner's search strategy and results	PROSECUTION	1	10596977-2012-04-12-00002-SRNT.pdf
04-12-2012	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	10596977-2012-04-12-00001-IIFW.pdf
02-13-2012	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	10596977-2012-02-13-00007-A....pdf
02-13-2012	CLM	Claims	PROSECUTION	6	10596977-2012-02-13-00006-CLM.pdf
02-13-2012	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	7	10596977-2012-02-13-00005-REM.pdf
02-13-2012	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	10596977-2012-02-13-00004-WFEE.pdf
02-13-2012	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10596977-2012-02-13-00003-N417.pdf
02-13-2012	XT/	Extension of Time	PROSECUTION	1	10596977-2012-02-13-00002-XT-.pdf
02-13-2012	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	10596977-2012-02-13-00001-WFEE.pdf
10-11-2011	CTNF	Non-Final Rejection	PROSECUTION	13	10596977-2011-10-11-00003-CTNF.pdf
10-11-2011	SRNT	Examiner's search strategy and results	PROSECUTION	2	10596977-2011-10-11-00002-SRNT.pdf
10-11-2011	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10596977-2011-10-11-00001-SRFW.pdf
07-15-2011	RCEX	Request for Continued Examination (RCE)	PROSECUTION	1	10596977-2011-07-15-00007-RCEX.pdf
07-15-2011	AMSB	Amendment Submitted/Entered with Filing of CPA/RCE	PROSECUTION	1	10596977-2011-07-15-00006-AMSB.pdf
07-15-2011	CLM	Claims	PROSECUTION	6	10596977-2011-07-15-00005-CLM.pdf
07-15-2011	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	4	10596977-2011-07-15-00004-REM.pdf
07-15-2011	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	10596977-2011-07-15-00003-WFEE.pdf
07-15-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	3	10596977-2011-07-15-00002-N417.pdf
07-15-2011	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	10596977-2011-07-15-00001-WFEE.pdf
04-15-2011	CTFR	Final Rejection	PROSECUTION	13	10596977-2011-04-15-00004-CTFR.pdf
04-15-2011	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10596977-2011-04-15-00003-SRFW.pdf
04-15-2011	SRNT	Examiner's search strategy and results	PROSECUTION	1	10596977-2011-04-15-00002-SRNT.pdf
04-15-2011	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	10596977-2011-04-15-00001-1449.pdf
03-11-2011	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	1	10596977-2011-03-11-00005-IDS.pdf
03-11-2011	FOR	Foreign Reference	PRIOR ART	2	10596977-2011-03-11-00004-FOR.pdf
03-11-2011	NPL	Non Patent Literature	PRIOR ART	3	
03-11-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10596977-2011-03-11-00002-N417.pdf
03-11-2011	TRAN.LET	Transmittal Letter	PROSECUTION	2	10596977-2011-03-11-00001-TRAN.LET.pdf
01-31-2011	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	10596977-2011-01-31-00005-A....pdf
01-31-2011	CLM	Claims	PROSECUTION	6	10596977-2011-01-31-00004-CLM.pdf
01-31-2011	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	4	10596977-2011-01-31-00003-REM.pdf
01-31-2011	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10596977-2011-01-31-00002-N417.pdf
01-31-2011	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	10596977-2011-01-31-00001-WFEE.pdf
10-29-2010	CTNF	Non-Final Rejection	PROSECUTION	13	10596977-2010-10-29-00004-CTNF.pdf
10-29-2010	892	List of references cited by examiner	PRIOR ART	1	10596977-2010-10-29-00003-892.pdf
10-29-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10596977-2010-10-29-00002-SRFW.pdf
10-29-2010	SRNT	Examiner's search strategy and results	PROSECUTION	3	10596977-2010-10-29-00001-SRNT.pdf
05-05-2010	RCEX	Request for Continued Examination (RCE)	PROSECUTION	1	10596977-2010-05-05-00008-RCEX.pdf
05-05-2010	XT/	Extension of Time	PROSECUTION	1	10596977-2010-05-05-00007-XT-.pdf
05-05-2010	AMSB	Amendment Submitted/Entered with Filing of CPA/RCE	PROSECUTION	1	10596977-2010-05-05-00006-AMSB.pdf
05-05-2010	CLM	Claims	PROSECUTION	6	10596977-2010-05-05-00005-CLM.pdf
05-05-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	6	10596977-2010-05-05-00004-REM.pdf
05-05-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	10596977-2010-05-05-00003-WFEE.pdf
05-05-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	3	10596977-2010-05-05-00002-N417.pdf
05-05-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	10596977-2010-05-05-00001-WFEE.pdf
11-05-2009	CTFR	Final Rejection	PROSECUTION	15	10596977-2009-11-05-00003-CTFR.pdf
11-05-2009	SRNT	Examiner's search strategy and results	PROSECUTION	2	10596977-2009-11-05-00002-SRNT.pdf
