Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
10-07-2010	N570	Communication - Re: Power of Attorney (PTOL-308)	PROSECUTION	1	11513450-2010-10-07-00002-N570.pdf
10-07-2010	N570	Communication - Re: Power of Attorney (PTOL-308)	PROSECUTION	1	11513450-2010-10-07-00001-N570.pdf
09-27-2010	PA..	Power of Attorney	PROSECUTION	1	11513450-2010-09-27-00003-PA...pdf
09-27-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11513450-2010-09-27-00002-N417.pdf
09-27-2010	R3.73	Assignee showing of ownership per 37 CFR 3.73	PROSECUTION	1	11513450-2010-09-27-00001-R3.73.pdf
07-13-2010	COCOUT	Certificate of Correction - Post Issue Communication	PROSECUTION	1	11513450-2010-07-13-00001-COCOUT.pdf
06-04-2010	COCIN	Request for Certificate of Correction	PROSECUTION	3	11513450-2010-06-04-00003-COCIN.pdf
06-04-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11513450-2010-06-04-00002-WFEE.pdf
06-04-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11513450-2010-06-04-00001-N417.pdf
03-10-2010	ISSUE.NTF	Issue Notification	PROSECUTION	1	11513450-2010-03-10-00001-ISSUE.NTF.pdf
02-09-2010	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11513450-2010-02-09-00003-IFEE.pdf
02-09-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11513450-2010-02-09-00002-WFEE.pdf
02-09-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11513450-2010-02-09-00001-N417.pdf
11-13-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	6	11513450-2009-11-13-00005-NOA.pdf
11-13-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11513450-2009-11-13-00004-IIFW.pdf
11-13-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11513450-2009-11-13-00003-BIB.pdf
11-13-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11513450-2009-11-13-00002-SRNT.pdf
11-13-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11513450-2009-11-13-00001-SRFW.pdf
08-26-2009	A.QU	Response after Ex Parte Quayle Action	PROSECUTION	1	11513450-2009-08-26-00007-A.QU.pdf
08-26-2009	CLM	Claims	PROSECUTION	4	11513450-2009-08-26-00006-CLM.pdf
08-26-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11513450-2009-08-26-00005-REM.pdf
08-26-2009	XT/	Extension of Time	PROSECUTION	1	11513450-2009-08-26-00004-XT-.pdf
08-26-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11513450-2009-08-26-00003-WFEE.pdf
08-26-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11513450-2009-08-26-00002-N417.pdf
08-26-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11513450-2009-08-26-00001-WFEE.pdf
05-26-2009	CTEQ	Ex Parte Quayle Action	PROSECUTION	5	11513450-2009-05-26-00003-CTEQ.pdf
05-26-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11513450-2009-05-26-00002-SRFW.pdf
05-26-2009	FWCLM	Index of Claims	PROSECUTION	1	11513450-2009-05-26-00001-FWCLM.pdf
04-27-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11513450-2009-04-27-00005-A....pdf
04-27-2009	CLM	Claims	PROSECUTION	4	11513450-2009-04-27-00004-CLM.pdf
04-27-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	3	11513450-2009-04-27-00003-REM.pdf
04-27-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11513450-2009-04-27-00002-N417.pdf
04-27-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11513450-2009-04-27-00001-WFEE.pdf
01-28-2009	CTNF	Non-Final Rejection	PROSECUTION	5	11513450-2009-01-28-00004-CTNF.pdf
01-28-2009	892	List of references cited by examiner	PRIOR ART	1	11513450-2009-01-28-00003-892.pdf
01-28-2009	FWCLM	Index of Claims	PROSECUTION	3	11513450-2009-01-28-00002-FWCLM.pdf
01-28-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11513450-2009-01-28-00001-SRFW.pdf
08-30-2006	TRNA	Transmittal of New Application	PROSECUTION	2	11513450-2006-08-30-00017-TRNA.pdf
08-30-2006	136A	Authorization for Extension of Time all replies	PROSECUTION	2	11513450-2006-08-30-00016-136A.pdf
08-30-2006	SPEC	Specification	PROSECUTION	40	11513450-2006-08-30-00015-SPEC.pdf
08-30-2006	CLM	Claims	PROSECUTION	8	11513450-2006-08-30-00014-CLM.pdf
08-30-2006	ABST	Abstract	PROSECUTION	1	11513450-2006-08-30-00013-ABST.pdf
08-30-2006	DRW	Drawings-only black and white line drawings	PROSECUTION	14	11513450-2006-08-30-00012-DRW.pdf
08-30-2006	OATH	Oath or Declaration filed	PROSECUTION	4	11513450-2006-08-30-00011-OATH.pdf
08-30-2006	A.PE	Preliminary Amendment	PROSECUTION	1	11513450-2006-08-30-00010-A.PE.pdf
08-30-2006	SPEC	Specification	PROSECUTION	1	11513450-2006-08-30-00009-SPEC.pdf
08-30-2006	CLM	Claims	PROSECUTION	2	11513450-2006-08-30-00008-CLM.pdf
08-30-2006	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11513450-2006-08-30-00007-REM.pdf
08-30-2006	ADS	Application Data Sheet	PROSECUTION	4	11513450-2006-08-30-00006-ADS.pdf
08-30-2006	PG.NONPUB.RQ	Nonpublication request from applicant	PROSECUTION	1	11513450-2006-08-30-00005-PG.NONPUB.RQ.pdf
08-30-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11513450-2006-08-30-00004-WFEE.pdf
08-30-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11513450-2006-08-30-00003-WFEE.pdf
08-30-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11513450-2006-08-30-00002-WFEE.pdf
08-30-2006	FWCLM	Index of Claims	PROSECUTION	1	11513450-2006-08-30-00001-FWCLM.pdf
