Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
10-26-2010	COCOUT	Certificate of Correction - Post Issue Communication	PROSECUTION	1	11264933-2010-10-26-00001-COCOUT.pdf
04-21-2010	PETDEC	Petition Decision	PROSECUTION	1	11264933-2010-04-21-00001-PETDEC.pdf
03-18-2010	PET.PTA.RCAL	Request for PTA recalculation in view of Wyeth	PROSECUTION	1	11264933-2010-03-18-00002-PET.PTA.RCAL.pdf
03-18-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11264933-2010-03-18-00001-N417.pdf
10-28-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11264933-2009-10-28-00001-ISSUE.NTF.pdf
10-05-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11264933-2009-10-05-00003-IFEE.pdf
10-05-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11264933-2009-10-05-00002-WFEE.pdf
10-05-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11264933-2009-10-05-00001-N417.pdf
07-15-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	4	11264933-2009-07-15-00005-NOA.pdf
07-15-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11264933-2009-07-15-00004-IIFW.pdf
07-15-2009	FWCLM	Index of Claims	PROSECUTION	1	11264933-2009-07-15-00003-FWCLM.pdf
07-15-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11264933-2009-07-15-00002-SRFW.pdf
07-15-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11264933-2009-07-15-00001-BIB.pdf
04-14-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11264933-2009-04-14-00007-A....pdf
04-14-2009	SPEC	Specification	PROSECUTION	1	11264933-2009-04-14-00006-SPEC.pdf
04-14-2009	CLM	Claims	PROSECUTION	6	11264933-2009-04-14-00005-CLM.pdf
04-14-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	2	11264933-2009-04-14-00004-REM.pdf
04-14-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11264933-2009-04-14-00003-WFEE.pdf
04-14-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11264933-2009-04-14-00002-N417.pdf
04-14-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11264933-2009-04-14-00001-WFEE.pdf
01-14-2009	CTNF	Non-Final Rejection	PROSECUTION	6	11264933-2009-01-14-00010-CTNF.pdf
01-14-2009	892	List of references cited by examiner	PRIOR ART	1	11264933-2009-01-14-00009-892.pdf
01-14-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	3	11264933-2009-01-14-00008-1449.pdf
01-14-2009	SRNT	Examiner's search strategy and results	PROSECUTION	2	11264933-2009-01-14-00007-SRNT.pdf
01-14-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11264933-2009-01-14-00006-1449.pdf
01-14-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11264933-2009-01-14-00005-SRNT.pdf
01-14-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	11264933-2009-01-14-00004-1449.pdf
01-14-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11264933-2009-01-14-00003-SRFW.pdf
01-14-2009	FWCLM	Index of Claims	PROSECUTION	1	11264933-2009-01-14-00002-FWCLM.pdf
01-14-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	5	11264933-2009-01-14-00001-1449.pdf
05-06-2008	TRAN.LET	Transmittal Letter	PROSECUTION	2	11264933-2008-05-06-00005-TRAN.LET.pdf
05-06-2008	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	1	11264933-2008-05-06-00004-IDS.pdf
05-06-2008	NPL	Non Patent Literature	PRIOR ART	3	
05-06-2008	FOR	Foreign Reference	PRIOR ART	16	11264933-2008-05-06-00002-FOR.pdf
05-06-2008	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11264933-2008-05-06-00001-N417.pdf
01-09-2008	TRAN.LET	Transmittal Letter	PROSECUTION	4	11264933-2008-01-09-00006-TRAN.LET.pdf
01-09-2008	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	1	11264933-2008-01-09-00005-IDS.pdf
01-09-2008	FOR	Foreign Reference	PRIOR ART	13	11264933-2008-01-09-00004-FOR.pdf
01-09-2008	FOR	Foreign Reference	PRIOR ART	27	11264933-2008-01-09-00003-FOR.pdf
01-09-2008	FOR	Foreign Reference	PRIOR ART	11	11264933-2008-01-09-00002-FOR.pdf
01-09-2008	NPL	Non Patent Literature	PRIOR ART	5	
09-06-2007	EBCC.AD	Notice of Change of Address placed in File Wrapper due to EBC Customer Number update	PROSECUTION	1	11264933-2007-09-06-00001-EBCC.AD.pdf
03-30-2006	LET.	Miscellaneous Incoming Letter	PROSECUTION	2	11264933-2006-03-30-00003-LET..pdf
