Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
04-22-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11633617-2009-04-22-00001-ISSUE.NTF.pdf
04-01-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11633617-2009-04-01-00004-IFEE.pdf
04-01-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11633617-2009-04-01-00003-WFEE.pdf
04-01-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11633617-2009-04-01-00002-N417.pdf
04-01-2009	TRAN.LET	Transmittal Letter	PROSECUTION	1	11633617-2009-04-01-00001-TRAN.LET.pdf
01-30-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	6	11633617-2009-01-30-00007-NOA.pdf
01-30-2009	892	List of references cited by examiner	PROSECUTION	1	11633617-2009-01-30-00006-892.pdf
01-30-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11633617-2009-01-30-00005-BIB.pdf
01-30-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11633617-2009-01-30-00004-SRFW.pdf
01-30-2009	1449	List of References cited by applicant and considered by examiner	PROSECUTION	3	11633617-2009-01-30-00003-1449.pdf
01-30-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11633617-2009-01-30-00002-IIFW.pdf
01-30-2009	FWCLM	Index of Claims	PROSECUTION	1	11633617-2009-01-30-00001-FWCLM.pdf
06-28-2007	NTC.PUB	Notice of Publication	PROSECUTION	1	11633617-2007-06-28-00001-NTC.PUB.pdf
03-14-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11633617-2007-03-14-00001-APP.FILE.REC.pdf
03-13-2007	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11633617-2007-03-13-00001-WFEE.pdf
03-05-2007	PEFR	Applicant Response to Pre-Exam Formalities Notice	PROSECUTION	2	11633617-2007-03-05-00005-PEFR.pdf
03-05-2007	OATH	Oath or Declaration filed	PROSECUTION	3	11633617-2007-03-05-00004-OATH.pdf
03-05-2007	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11633617-2007-03-05-00003-WFEE.pdf
03-05-2007	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11633617-2007-03-05-00002-N417.pdf
03-05-2007	FRPR	Certified Copy of Foreign Priority Application	PROSECUTION	18	11633617-2007-03-05-00001-FRPR.pdf
01-05-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11633617-2007-01-05-00002-APP.FILE.REC.pdf
01-05-2007	PEFN	Pre-Exam Formalities Notice	PROSECUTION	2	11633617-2007-01-05-00001-PEFN.pdf
12-05-2006	TRNA	Transmittal of New Application	PROSECUTION	4	11633617-2006-12-05-00008-TRNA.pdf
12-05-2006	SPEC	Specification	PROSECUTION	6	11633617-2006-12-05-00007-SPEC.pdf
12-05-2006	CLM	Claims	PROSECUTION	2	11633617-2006-12-05-00006-CLM.pdf
12-05-2006	ABST	Abstract	PROSECUTION	1	11633617-2006-12-05-00005-ABST.pdf
12-05-2006	DRW	Drawings-only black and white line drawings	PROSECUTION	3	11633617-2006-12-05-00004-DRW.pdf
12-05-2006	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	3	11633617-2006-12-05-00003-IDS.pdf
12-05-2006	FOR	Foreign Reference	PRIOR ART	17	11633617-2006-12-05-00002-FOR.pdf
12-05-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11633617-2006-12-05-00001-WFEE.pdf
