Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
11-10-2010	ISSUE.NTF	Issue Notification	PROSECUTION	1	11345809-2010-11-10-00001-ISSUE.NTF.pdf
10-26-2010	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11345809-2010-10-26-00003-IFEE.pdf
10-26-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11345809-2010-10-26-00002-WFEE.pdf
10-26-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11345809-2010-10-26-00001-N417.pdf
07-26-2010	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	7	11345809-2010-07-26-00004-NOA.pdf
07-26-2010	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11345809-2010-07-26-00003-IIFW.pdf
07-26-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11345809-2010-07-26-00002-SRFW.pdf
07-26-2010	SRNT	Examiner's search strategy and results	PROSECUTION	1	11345809-2010-07-26-00001-SRNT.pdf
06-24-2010	RCEX	Request for Continued Examination (RCE)	PROSECUTION	3	11345809-2010-06-24-00007-RCEX.pdf
06-24-2010	AMSB	Amendment Submitted/Entered with Filing of CPA/RCE	PROSECUTION	1	11345809-2010-06-24-00006-AMSB.pdf
06-24-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11345809-2010-06-24-00005-REM.pdf
06-24-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11345809-2010-06-24-00004-WFEE.pdf
06-24-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11345809-2010-06-24-00003-N417.pdf
06-24-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11345809-2010-06-24-00002-WFEE.pdf
06-24-2010	CLM	Claims	PROSECUTION	8	11345809-2010-06-24-00001-CLM.pdf
03-26-2010	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	6	11345809-2010-03-26-00004-NOA.pdf
03-26-2010	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11345809-2010-03-26-00003-IIFW.pdf
03-26-2010	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11345809-2010-03-26-00002-SRFW.pdf
03-26-2010	SRNT	Examiner's search strategy and results	PROSECUTION	5	11345809-2010-03-26-00001-SRNT.pdf
01-13-2010	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11345809-2010-01-13-00005-A....pdf
01-13-2010	CLM	Claims	PROSECUTION	5	11345809-2010-01-13-00004-CLM.pdf
01-13-2010	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	6	11345809-2010-01-13-00003-REM.pdf
01-13-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11345809-2010-01-13-00002-N417.pdf
01-13-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11345809-2010-01-13-00001-WFEE.pdf
10-13-2009	CTNF	Non-Final Rejection	PROSECUTION	10	11345809-2009-10-13-00004-CTNF.pdf
10-13-2009	892	List of references cited by examiner	PRIOR ART	1	11345809-2009-10-13-00003-892.pdf
