Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
03-03-2010	ISSUE.NTF	Issue Notification	PROSECUTION	1	10563809-2010-03-03-00001-ISSUE.NTF.pdf
02-01-2010	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	10563809-2010-02-01-00003-IFEE.pdf
02-01-2010	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	10563809-2010-02-01-00002-WFEE.pdf
02-01-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10563809-2010-02-01-00001-N417.pdf
11-02-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	10	10563809-2009-11-02-00007-NOA.pdf
11-02-2009	892	List of references cited by examiner	PRIOR ART	1	10563809-2009-11-02-00006-892.pdf
11-02-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	10563809-2009-11-02-00005-SRFW.pdf
11-02-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	10563809-2009-11-02-00004-IIFW.pdf
11-02-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	10563809-2009-11-02-00003-BIB.pdf
11-02-2009	SRNT	Examiner's search strategy and results	PROSECUTION	3	10563809-2009-11-02-00002-SRNT.pdf
11-02-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	1	10563809-2009-11-02-00001-1449.pdf
10-21-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	10563809-2009-10-21-00005-A....pdf
10-21-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	3	10563809-2009-10-21-00004-REM.pdf
10-21-2009	DRW	Drawings-only black and white line drawings	PROSECUTION	1	10563809-2009-10-21-00003-DRW.pdf
10-21-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10563809-2009-10-21-00002-N417.pdf
10-21-2009	TRAN.LET	Transmittal Letter	PROSECUTION	1	10563809-2009-10-21-00001-TRAN.LET.pdf
10-16-2009	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	1	10563809-2009-10-16-00005-IDS.pdf
10-16-2009	FOR	Foreign Reference	PRIOR ART	19	10563809-2009-10-16-00004-FOR.pdf
10-16-2009	NPL	Non Patent Literature	PRIOR ART	7	
10-16-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	10563809-2009-10-16-00002-N417.pdf
10-16-2009	TRAN.LET	Transmittal Letter	PROSECUTION	4	10563809-2009-10-16-00001-TRAN.LET.pdf
