Filing or 371(c) Date	12-05-2006
Issue Date of Patent	05-12-2009
A Delays	360
B Delays	0
C Delays	0
Overlapping Days Between {A and B} or {A and C}	0
Non-Overlapping USPTO Delays	360
PTO Manual Adjustments	0
Applicant Delays	0
Total PTA Adjustments	360

Number	Date	Contents Description	PTO(Days)	APPL(Days)	Start
37	05-12-2009	Patent Issue Date Used in PTA Calculation			0
36	04-07-2009	Export to Final Data Capture			0
35	04-06-2009	Dispatch to FDC			0
34	04-06-2009	Application Is Considered Ready for Issue			0
33	04-01-2009	Issue Fee Payment Verified			0
32	04-01-2009	Issue Fee Payment Received			0
31	03-12-2009	Finished Initial Data Capture			0
30	02-03-2009	Export to Initial Data Capture			0
27	01-30-2009	Mail Notice of Allowance	360		-1
26	01-24-2009	Issue Revision Completed			0
25	01-24-2009	Notice of Allowance Data Verification Completed			0
24	01-24-2009	Document Verification			0
23	01-21-2009	Allowability Notice			0
19	12-05-2006	Information Disclosure Statement considered			0
17	06-28-2007	PG-Pub Issue Notification			0
16	06-15-2007	Case Docketed to Examiner in GAU			0
15	05-16-2007	Transfer Inquiry to GAU			0
14	04-23-2007	IFW TSS Processing by Tech Center Complete			0
13	03-05-2007	Request for Foreign Priority (Priority Papers May Be Included)			0
12.7	12-05-2006	Information Disclosure Statement (IDS) Filed			0
12	12-05-2006	Information Disclosure Statement (IDS) Filed			0
11	04-17-2007	Application Dispatched from OIPE			0
10	03-13-2007	Sent to Classification Contractor			0
9	03-14-2007	Application Is Now Complete			0
8	03-05-2007	Payment of additional filing fee/Preexam			0
7	03-05-2007	Small Entity Statement (37 CFR 1.27)			0
6	03-05-2007	A statement by one or more inventors satisfying the requirement under 35 USC 115, Oath of the Applic			0
5	01-05-2007	Notice Mailed--Application Incomplete--Filing Date Assigned			0
4	12-20-2006	Cleared by L&R (LARS)			0
3	12-16-2006	Referred to Level 2 (LARS) by OIPE CSR			0
2	12-12-2006	IFW Scan & PACR Auto Security Review			0
1	12-05-2006	Initial Exam Team nn			0
