Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
10-07-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11316126-2009-10-07-00001-ISSUE.NTF.pdf
09-25-2009	M327	Miscellaneous Communication to Applicant - No Action Count	PROSECUTION	2	11316126-2009-09-25-00002-M327.pdf
09-25-2009	1449	List of References cited by applicant and considered by examiner	PROSECUTION	2	11316126-2009-09-25-00001-1449.pdf
09-17-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11316126-2009-09-17-00004-IFEE.pdf
09-17-2009	TRAN.LET	Transmittal Letter	PROSECUTION	1	11316126-2009-09-17-00003-TRAN.LET.pdf
09-17-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11316126-2009-09-17-00002-WFEE.pdf
09-17-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11316126-2009-09-17-00001-N417.pdf
06-17-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	4	11316126-2009-06-17-00007-NOA.pdf
06-17-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11316126-2009-06-17-00006-IIFW.pdf
06-17-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11316126-2009-06-17-00005-SRFW.pdf
06-17-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11316126-2009-06-17-00004-BIB.pdf
06-17-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11316126-2009-06-17-00003-SRNT.pdf
06-17-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11316126-2009-06-17-00002-SRNT.pdf
06-17-2009	1449	List of References cited by applicant and considered by examiner	PROSECUTION	2	11316126-2009-06-17-00001-1449.pdf
04-27-2009	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	2	11316126-2009-04-27-00015-IDS.pdf
04-27-2009	TRAN.LET	Transmittal Letter	PROSECUTION	2	11316126-2009-04-27-00014-TRAN.LET.pdf
04-27-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11316126-2009-04-27-00013-WFEE.pdf
04-27-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	3	11316126-2009-04-27-00012-N417.pdf
04-27-2009	FOR	Foreign Reference	PRIOR ART	1	11316126-2009-04-27-00011-FOR.pdf
04-27-2009	NPL	Non Patent Literature	PRIOR ART	4	
04-27-2009	FOR	Foreign Reference	PRIOR ART	4	11316126-2009-04-27-00009-FOR.pdf
04-27-2009	FOR	Foreign Reference	PRIOR ART	22	11316126-2009-04-27-00008-FOR.pdf
04-27-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11316126-2009-04-27-00007-A....pdf
04-27-2009	CLM	Claims	PROSECUTION	8	11316126-2009-04-27-00006-CLM.pdf
