Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
10-19-2010	COCOUT	Certificate of Correction - Post Issue Communication	PROSECUTION	1	11526601-2010-10-19-00001-COCOUT.pdf
04-21-2010	PETDEC	Petition Decision	PROSECUTION	1	11526601-2010-04-21-00001-PETDEC.pdf
02-23-2010	PET.PTA.RCAL	Request for PTA recalculation in view of Wyeth	PROSECUTION	3	11526601-2010-02-23-00002-PET.PTA.RCAL.pdf
02-23-2010	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11526601-2010-02-23-00001-N417.pdf
10-14-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11526601-2009-10-14-00001-ISSUE.NTF.pdf
09-23-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11526601-2009-09-23-00003-IFEE.pdf
09-23-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11526601-2009-09-23-00002-WFEE.pdf
09-23-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11526601-2009-09-23-00001-N417.pdf
07-06-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	5	11526601-2009-07-06-00006-NOA.pdf
07-06-2009	FWCLM	Index of Claims	PROSECUTION	1	11526601-2009-07-06-00005-FWCLM.pdf
07-06-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11526601-2009-07-06-00004-IIFW.pdf
07-06-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11526601-2009-07-06-00003-SRFW.pdf
07-06-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11526601-2009-07-06-00002-BIB.pdf
07-06-2009	SRNT	Examiner's search strategy and results	PROSECUTION	1	11526601-2009-07-06-00001-SRNT.pdf
03-13-2009	A.QU	Response after Ex Parte Quayle Action	PROSECUTION	1	11526601-2009-03-13-00006-A.QU.pdf
03-13-2009	SPEC	Specification	PROSECUTION	2	11526601-2009-03-13-00005-SPEC.pdf
03-13-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	3	11526601-2009-03-13-00004-REM.pdf
03-13-2009	DRW	Drawings-only black and white line drawings	PROSECUTION	1	11526601-2009-03-13-00003-DRW.pdf
03-13-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11526601-2009-03-13-00002-N417.pdf
03-13-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11526601-2009-03-13-00001-WFEE.pdf
01-16-2009	CTEQ	Ex Parte Quayle Action	PROSECUTION	10	11526601-2009-01-16-00005-CTEQ.pdf
01-16-2009	892	List of references cited by examiner	PRIOR ART	1	11526601-2009-01-16-00004-892.pdf
01-16-2009	FWCLM	Index of Claims	PROSECUTION	1	11526601-2009-01-16-00003-FWCLM.pdf
01-16-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11526601-2009-01-16-00002-SRFW.pdf
01-16-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	2	11526601-2009-01-16-00001-1449.pdf
06-21-2007	NTC.PUB	Notice of Publication	PROSECUTION	1	11526601-2007-06-21-00001-NTC.PUB.pdf
03-19-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11526601-2007-03-19-00002-APP.FILE.REC.pdf
03-19-2007	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11526601-2007-03-19-00001-APP.FILE.REC.pdf
11-21-2006	LET.	Miscellaneous Incoming Letter	PROSECUTION	1	11526601-2006-11-21-00002-LET..pdf
11-21-2006	DRW	Drawings-only black and white line drawings	PROSECUTION	14	11526601-2006-11-21-00001-DRW.pdf
09-26-2006	TRNA	Transmittal of New Application	PROSECUTION	2	11526601-2006-09-26-00014-TRNA.pdf
09-26-2006	136A	Authorization for Extension of Time all replies	PROSECUTION	2	11526601-2006-09-26-00013-136A.pdf
09-26-2006	SPEC	Specification	PROSECUTION	74	11526601-2006-09-26-00012-SPEC.pdf
09-26-2006	CLM	Claims	PROSECUTION	9	11526601-2006-09-26-00011-CLM.pdf
09-26-2006	ABST	Abstract	PROSECUTION	1	11526601-2006-09-26-00010-ABST.pdf
09-26-2006	DRW	Drawings-only black and white line drawings	PROSECUTION	12	11526601-2006-09-26-00009-DRW.pdf
09-26-2006	OATH	Oath or Declaration filed	PROSECUTION	3	11526601-2006-09-26-00008-OATH.pdf
09-26-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11526601-2006-09-26-00007-WFEE.pdf
09-26-2006	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11526601-2006-09-26-00006-WFEE.pdf
09-26-2006	ADS	Application Data Sheet	PROSECUTION	3	11526601-2006-09-26-00005-ADS.pdf
09-26-2006	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	2	11526601-2006-09-26-00004-IDS.pdf
09-26-2006	FOR	Foreign Reference	PRIOR ART	35	11526601-2006-09-26-00003-FOR.pdf
09-26-2006	FOR	Foreign Reference	PRIOR ART	25	11526601-2006-09-26-00002-FOR.pdf
09-26-2006	FRPR	Certified Copy of Foreign Priority Application	PROSECUTION	42	11526601-2006-09-26-00001-FRPR.pdf
