Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
07-22-2015	ISSUE.NTF	Issue Notification	PROSECUTION	1	11839566-2015-07-22-00001-ISSUE.NTF.pdf
07-16-2015	SPEC	Specification	PROSECUTION	1	11839566-2015-07-16-00001-SPEC.pdf
07-15-2015	N271	Response to Amendment under Rule 312	PROSECUTION	2	11839566-2015-07-15-00002-N271.pdf
07-15-2015	ANE.I	Amendment After Final or under 37CFR 1.312, initialed by the examiner.	PROSECUTION	1	11839566-2015-07-15-00001-ANE.I.pdf
07-01-2015	C.AD	Change of Address	PROSECUTION	2	11839566-2015-07-01-00007-C.AD.pdf
07-01-2015	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11839566-2015-07-01-00006-IFEE.pdf
07-01-2015	A.NA	Amendment after Notice of Allowance (Rule 312)	PROSECUTION	1	11839566-2015-07-01-00005-A.NA.pdf
07-01-2015	SPEC	Specification	PROSECUTION	1	11839566-2015-07-01-00004-SPEC.pdf
07-01-2015	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11839566-2015-07-01-00003-REM.pdf
07-01-2015	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11839566-2015-07-01-00002-WFEE.pdf
07-01-2015	N417	EFS Acknowledgment Receipt	PROSECUTION	3	11839566-2015-07-01-00001-N417.pdf
04-02-2015	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	8	11839566-2015-04-02-00005-NOA.pdf
04-02-2015	SRNT	Examiner's search strategy and results	PROSECUTION	1	11839566-2015-04-02-00004-SRNT.pdf
04-02-2015	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11839566-2015-04-02-00003-SRFW.pdf
04-02-2015	BIB	Bibliographic Data Sheet	PROSECUTION	1	11839566-2015-04-02-00002-BIB.pdf
04-02-2015	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	3	11839566-2015-04-02-00001-IIFW.pdf
09-09-2014	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11839566-2014-09-09-00006-A....pdf
09-09-2014	CLM	Claims	PROSECUTION	5	11839566-2014-09-09-00005-CLM.pdf
09-09-2014	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	3	11839566-2014-09-09-00004-REM.pdf
09-09-2014	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11839566-2014-09-09-00003-WFEE.pdf
09-09-2014	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11839566-2014-09-09-00002-N417.pdf
09-09-2014	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11839566-2014-09-09-00001-WFEE.pdf
06-05-2014	CTNF	Non-Final Rejection	PROSECUTION	8	11839566-2014-06-05-00004-CTNF.pdf
06-05-2014	892	List of references cited by examiner	PRIOR ART	1	11839566-2014-06-05-00003-892.pdf
