Mail Room Date	Document Code	Document Description	Document Category	Page Count	Filename
09-16-2009	ISSUE.NTF	Issue Notification	PROSECUTION	1	11658421-2009-09-16-00001-ISSUE.NTF.pdf
08-24-2009	IFEE	Issue Fee Payment (PTO-85B)	PROSECUTION	1	11658421-2009-08-24-00003-IFEE.pdf
08-24-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	2	11658421-2009-08-24-00002-WFEE.pdf
08-24-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11658421-2009-08-24-00001-N417.pdf
06-18-2009	NOA	Notice of Allowance and Fees Due (PTOL-85)	PROSECUTION	6	11658421-2009-06-18-00005-NOA.pdf
06-18-2009	FWCLM	Index of Claims	PROSECUTION	1	11658421-2009-06-18-00004-FWCLM.pdf
06-18-2009	IIFW	Issue Information including classification, examiner, name, claim, renumbering, etc.	PROSECUTION	1	11658421-2009-06-18-00003-IIFW.pdf
06-18-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11658421-2009-06-18-00002-SRFW.pdf
06-18-2009	SRNT	Examiner's search strategy and results	PROSECUTION	4	11658421-2009-06-18-00001-SRNT.pdf
04-30-2009	A...	Amendment/Req. Reconsideration-After Non-Final Reject	PROSECUTION	1	11658421-2009-04-30-00006-A....pdf
04-30-2009	CLM	Claims	PROSECUTION	1	11658421-2009-04-30-00005-CLM.pdf
04-30-2009	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	1	11658421-2009-04-30-00004-REM.pdf
04-30-2009	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11658421-2009-04-30-00003-N417.pdf
04-30-2009	TRAN.LET	Transmittal Letter	PROSECUTION	2	11658421-2009-04-30-00002-TRAN.LET.pdf
04-30-2009	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11658421-2009-04-30-00001-WFEE.pdf
02-02-2009	CTNF	Non-Final Rejection	PROSECUTION	5	11658421-2009-02-02-00008-CTNF.pdf
02-02-2009	892	List of references cited by examiner	PRIOR ART	1	11658421-2009-02-02-00007-892.pdf
02-02-2009	SRFW	Search information including classification, databases and other search related notes	PROSECUTION	1	11658421-2009-02-02-00006-SRFW.pdf
02-02-2009	FWCLM	Index of Claims	PROSECUTION	1	11658421-2009-02-02-00005-FWCLM.pdf
02-02-2009	BIB	Bibliographic Data Sheet	PROSECUTION	1	11658421-2009-02-02-00004-BIB.pdf
02-02-2009	SRNT	Examiner's search strategy and results	PROSECUTION	4	11658421-2009-02-02-00003-SRNT.pdf
02-02-2009	1449	List of References cited by applicant and considered by examiner	PRIOR ART	3	11658421-2009-02-02-00002-1449.pdf
02-02-2009	FOR	Foreign Reference	PRIOR ART	52	11658421-2009-02-02-00001-FOR.pdf
12-29-2008	NTC.PUB	Notice of Publication	PROSECUTION	1	11658421-2008-12-29-00001-NTC.PUB.pdf
09-12-2008	M903	Notice of DO/EO Acceptance Mailed	PROSECUTION	2	11658421-2008-09-12-00002-M903.pdf
09-12-2008	APP.FILE.REC	Filing Receipt	PROSECUTION	3	11658421-2008-09-12-00001-APP.FILE.REC.pdf
09-10-2008	IMIS	Miscellaneous Internal Document	PROSECUTION	1	11658421-2008-09-10-00003-IMIS.pdf
09-10-2008	WCLM	Claims Worksheet (PTO-2022)	PROSECUTION	1	11658421-2008-09-10-00002-WCLM.pdf
09-10-2008	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11658421-2008-09-10-00001-WFEE.pdf
09-09-2008	FRPR	Certified Copy of Foreign Priority Application	PROSECUTION	15	11658421-2008-09-09-00008-FRPR.pdf
09-09-2008	ABST	Abstract	PROSECUTION	2	11658421-2008-09-09-00007-ABST.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	10	11658421-2008-09-09-00006-371P.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	4	11658421-2008-09-09-00005-371P.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	1	11658421-2008-09-09-00004-371P.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	10	11658421-2008-09-09-00003-371P.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	1	11658421-2008-09-09-00002-371P.pdf
09-09-2008	371P	Documents submitted with 371 Applications	PROSECUTION	20	11658421-2008-09-09-00001-371P.pdf
11-14-2007	OATH	Oath or Declaration filed	PROSECUTION	3	11658421-2007-11-14-00003-OATH.pdf
11-14-2007	N417	EFS Acknowledgment Receipt	PROSECUTION	2	11658421-2007-11-14-00002-N417.pdf
11-14-2007	OATH	Oath or Declaration filed	PROSECUTION	3	11658421-2007-11-14-00001-OATH.pdf
01-26-2007	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11658421-2007-01-26-00023-WFEE.pdf
01-26-2007	TRNA	Transmittal of New Application	PROSECUTION	3	11658421-2007-01-26-00022-TRNA.pdf
01-26-2007	ABST	Abstract	PROSECUTION	2	11658421-2007-01-26-00021-ABST.pdf
01-26-2007	371P	Documents submitted with 371 Applications	PROSECUTION	14	11658421-2007-01-26-00020-371P.pdf
01-26-2007	OATH	Oath or Declaration filed	PROSECUTION	3	11658421-2007-01-26-00019-OATH.pdf
01-26-2007	A.PE	Preliminary Amendment	PROSECUTION	1	11658421-2007-01-26-00018-A.PE.pdf
01-26-2007	SPEC	Specification	PROSECUTION	1	11658421-2007-01-26-00017-SPEC.pdf
01-26-2007	ABST	Abstract	PROSECUTION	1	11658421-2007-01-26-00016-ABST.pdf
01-26-2007	CLM	Claims	PROSECUTION	1	11658421-2007-01-26-00015-CLM.pdf
01-26-2007	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	2	11658421-2007-01-26-00014-REM.pdf
01-26-2007	SPEC	Specification	PROSECUTION	5	11658421-2007-01-26-00013-SPEC.pdf
01-26-2007	REM	Applicant Arguments/Remarks Made in an Amendment	PROSECUTION	6	11658421-2007-01-26-00012-REM.pdf
01-26-2007	ABST	Abstract	PROSECUTION	1	11658421-2007-01-26-00011-ABST.pdf
01-26-2007	DRW	Drawings-only black and white line drawings	PROSECUTION	4	11658421-2007-01-26-00010-DRW.pdf
01-26-2007	DRW	Drawings-only black and white line drawings	PROSECUTION	4	11658421-2007-01-26-00009-DRW.pdf
01-26-2007	IDS	Information Disclosure Statement (IDS) Form (SB08)	PROSECUTION	3	11658421-2007-01-26-00008-IDS.pdf
01-26-2007	FOR	Foreign Reference	PRIOR ART	19	11658421-2007-01-26-00007-FOR.pdf
01-26-2007	FOR	Foreign Reference	PRIOR ART	32	11658421-2007-01-26-00006-FOR.pdf
01-26-2007	NPL	Non Patent Literature	PRIOR ART	8	
01-26-2007	NPL	Non Patent Literature	PRIOR ART	4	
01-26-2007	NPL	Non Patent Literature	PRIOR ART	12	
01-26-2007	WFEE	Fee Worksheet (SB06)	PROSECUTION	1	11658421-2007-01-26-00002-WFEE.pdf
